g1006573,d3309542,February 23 2016,I had a wonderful ride on the beach with Nicki. Her horses are well cared for and well trained. We rode for an hour and 1/2 along a gorgeous beach and then through a quiet wooded area back to the starting location. If you would like a fun safe adventure make a reservation with Nicki.
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,Great experience for all! Had a wonderful day and Nicki and Tricia are so very nice and accommodating! Buster and Kahlua were the best but I think Kahlua stole the show with his tongue!
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,
g1006573,d3309542,February 11 2016,
g147312,d1997485,March 8 2016,
g147312,d1997485,March 8 2016,
g147312,d1997485,March 8 2016,Visited this place 2years ago with my husband and 2 of my step kids from England we had a great time especially the kids who were jumping off into the water and really enjoying it getting there is a little bit off the path but its well worth it once there.
g147312,d1997485,March 8 2016,Choice of a 10-15ft cliff dive & a 40ft dive which is up the falls a bit... Diving is not necessary as I saw a few people descending the rock ledges. It's incredibly beautiful on a sunny day and hard to forget
g147312,d1997485,March 7 2016,It's gorgeous clean and the staff are very friendly what more could you ask for? I recommend trying to go when there is not a cruise ship in harbor and/or going early in the day to avoid the crowds.
g147312,d1997485,March 7 2016,We were surprised to learn that the Blue Hole had only been open to the public/tourists for a few years - it is breathtaking and a fun adventure!
g147312,d1997485,March 7 2016,A true surreal site nature at it's best. My teens had a blast and it has to be one of the best days we have spent as a family. Ripe swing Cliff dives and much more.
g147312,d1997485,March 6 2016,
g147312,d1997485,March 6 2016,
g147312,d1997485,March 6 2016,
g147312,d1997485,March 6 2016,The Blue Hole was awesome. Little known place that you do not feel so crowded. It is down a pretty bad road but worth the trip. The guides were awesome and if you like a little more adventure you can climb to the top and jump your way down. So much fun.
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,Came with my husband son and daughter thoroughly enjoyed this place.. Met Peters brother and cousin they where warm and welcoming showing various fruits and plants grown.
g147313,d1028997,March 6 2016,I wouldn't suggest going here as a destination trip but if you or your driver are traveling by the area.....I would suggest to stop in to give your respects.
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,The Staff were very welcoming and courteous. They gave me delicious fruits from the trees. A humble place for a great music legend. Don't let the poor environment distract from the spiritual ambience. The property is a work in progress and I'm sure with time it will be on par with Peter's huge status as a superstar.
g147313,d1028997,March 6 2016,
g147313,d1028997,March 6 2016,This place is really cool. You can pay your respects to the late great Tosh and the location is one of the best on the island. Go across the street for the best fish dinner you'll ever eat.
g147313,d1028997,March 6 2016,
g147313,d1174541,March 5 2016,
g147313,d1174541,March 5 2016,Thank you Dudley for making our trip great as always. The service is always the best and you will never wait for Dudley he is always on time.
g147313,d1174541,March 3 2016,
g147313,d1174541,March 2 2016,
g147313,d1174541,February 28 2016,Awesome driver. Knows her land and did a great job of getting us around for the day. We felt like family from the minute we met Sasha.
g147313,d1174541,February 27 2016,
g147313,d1174541,February 26 2016,
g147313,d1174541,February 26 2016,
g147313,d1174541,February 25 2016,
g147313,d1174541,February 17 2016,
g147313,d1174541,February 7 2016,
g147313,d148623*.html,March 8 2016,
g147313,d148623*.html,March 8 2016,
g147313,d148623*.html,March 8 2016,Only had the day in Negril so we walked this beach. It was a great walk swim eatdrink strolling experience.
g147313,d148623*.html,March 8 2016,Once you go you know! Crystal clear water beautiful soft sand locals tourists.... I love it so much.
g147313,d148623*.html,March 8 2016,Most popular beach in Negril. Very busy all the time. Lots of locals trying to sell their wares but still a good time.
g147313,d148623*.html,March 8 2016,
g147313,d148623*.html,March 7 2016,Seven mile beach at Sandals Negril is a beautiful beach and kept very clean. Lots of water activities to enjoy. Definitely recommend!!
g147313,d148623*.html,March 7 2016,
g147313,d148623*.html,March 7 2016,Gorgeous white sand turquoise water relax swim watch the locals and partake (or not!) of pretty much anything they may be selling! Access to parasailing sunset tours rafting fishing--you name it right off the beach. Restaurants and food shacks everywhere. My favorite was buying a hot steamed lobster for $10 and eating it on my beach chaise!
g147313,d148623*.html,March 7 2016,
g147313,d148623*.html,March 7 2016,The Seven Mile Beach is such a wonderful place to be spending your time at everything here is just so amazingly beautiful and indeed breath taking.
g147313,d148623,March 6 2016,
g147313,d148623,March 6 2016,Populated with bars and sellers this beach was a bit disappointing in terms of water: it is not the crystal clear you may expect in Caribbean Sea but pretty muddy.
g147313,d148623,March 6 2016,
g147313,d148623,March 6 2016,This beach is the best in the world. It's white sands and warm water are incredible. There are bars and restaurants up and down the beach for anyone's taste and pleasures. The sunsets here are magical and so are the people.
g147313,d148623,March 5 2016,This beach is what everyone pictures Jamaica to be. White sands with crystal clear water and drinks in coconut shells. There are a large number of vendors trying to sell massages fruit weed etc.; but a firm no thank you was usually respected. Definitely worth a visit!
g147313,d148623,March 5 2016,Sure it has a long slow entry into the water. It also has too many bars chairs and hawkers selling stuff. Give me the cliffs on the West End or Bloody Bay.
g147313,d148623,March 5 2016,Lovely beach very well looked after recommended for everyone as loungers in the sun & shade water is very clear brilliant for snorkelling
g147313,d148623,March 4 2016,This is a wonderful Beach to walk along with the water so warm and inviting. Great for a "2 a day walk"
g147313,d148623,March 4 2016,Yeah Mon! "We don't have problems just situations" are a few of the things that you will hear while in Jamaica. But I must tell you from my experience that there were absolutely no problems or situations on 7 mile beach! I had an amazing time.
g147313,d148623,March 4 2016,Beautiful! You have to get used to peddlers constantly approaching you to sell things but if you're not interested - just say no thank you ... and they respect that (for the most part).
g147313,d148623,March 4 2016,Beautiful beach and the sunsets are to die for. Just not peaceful people in your face the whole time trying to sell you things. Way too many drugs
g147313,d148623,March 3 2016,
g147313,d148623,March 3 2016,
g147313,d148623,March 3 2016,We stayed right on the beach at Negril Beach Club Condos  and spent everyday wandering the beautiful beach swimming in a weed free rock free and sea urchin free ocean. Lots of food and beverage options along the length of the beach and we found the vendors less pushy than in other parts of Jamaica
g147313,d148623,March 3 2016,Very clean clear and calm most of the time. I have been to the seven mile beach in grand Cayman but this is much better because it is much more level for walking and it is much clearer.
g147313,d148623,March 3 2016,Great for walking and meeting various characters. A polite 'no thank you' is usually enough if you're not interested in what they happen to be selling. Lots of good food and drink options as you stroll along and check out the great sunsets
g147313,d148623,March 3 2016,Always wonderful..loved spending the day here! Great day at the new zanzi beach where we got chairs umbrellas and great service !
g147313,d148623,March 3 2016,Gorgeous sand. Lifeguard assisted our group in getting lawn chairs. Drinks were available at numerous beach bars for a great price. What ruined it was the never ending incessant vendors who were hawking everything. You could not be left alone for more than 5 min. which wrecked the whole experience.
g147313,d148623,March 2 2016,If you are a beach lover this is perfect for you. The beach is long-long-long the sand is white-yellow-ish very fine. The best part is there is no rough broken shell belt at all. Local people who are trying to make a living by selling you fruits excursions etc. are only polite asking not pesty.
g147313,d148623,March 2 2016,
g147313,d148623,March 2 2016,Walking up and down the beach was amazing! You can do a little shopping if you want or just play in the waves. The sand is soft and warm.
g147313,d148623,March 2 2016,
g147313,d148623,March 1 2016,
g147313,d148623,March 1 2016,Too many peddlers however understandable. Otherwise fantastic experience and loved the bars along the beach.
g147313,d148623,March 1 2016,
g147313,d148623,March 1 2016,This beach is very crowded. Forget about taking long walk down the beach because its not going to happen. The sand is very beautiful and white. It's just too crowded to relax. Waves were rough when we were there.
g147313,d148623,March 1 2016,We just got back from staying at Beaches Resort on 7 mile beach. This is one of the best beaches I have experienced. Very clean and not too overcrowded. We didn't walk the whole 7 miles but what we saw we liked.
g147313,d148623,March 1 2016,Spent a few hours on this strip of beach and took in the people watching sights. You really can't intermingle between the sections but you can walk trough the water. Nothing to write home about when snorkeling here. It was just water and sand.
g147313,d148623,March 1 2016,Stopped for a short while due to weather in way to Negril hostel calm-ish waters lots of atmosphere. Beautiful views of coastline
g147313,d148623,March 1 2016,Love Negril beach and the interesting locals the sand water and sunshine is a relief from winter been here 12 times now thank God for his blessings and creating such a beautiful place
g147313,d148623,February 29 2016,i had fun  rented a cabanna by Margaritaville and me and my girls enjoyed ourselfs. the water was fun . the locals are cool
g147313,d148623,February 29 2016,
g147313,d148623,February 29 2016,
g147313,d148623,February 29 2016,
g147313,d148623,February 29 2016,We visited Sandals Negril for the day and very much enjoyed the property and the fact that you can walk along the beach for miles! Beautiful bay. Natural vegetation between properties and public access points sprinkled in between resorts. Worth a visit!
g147313,d148623,February 28 2016,This beach can't be beat. Lots of beautiful sand and many things to see. Shops run by locals. Local food always plentiful.
g147313,d148623,February 28 2016,Seven mile beach Negril is gorgeous. Best sunset! Wow. Ocean was different everyday restaurants all along and friendly hustlers doing their thing ! Love seven mile!!
g147313,d148623,February 28 2016,Seven Mile beach is beautiful but missed the cozy feeling of island tranquility....I preferred Bloody Bay
g147313,d148623,February 28 2016,Beautiful clean beach with clear calm waters. Hard sea bed so nice and easy to walk out. It was nice to walk down the beach and not really being pestered
g147313,d148623,February 28 2016,Great beach. Funny thing is that there was a storm a few days before we arrived (Jan 26- Feb 5). Huge mounds of seaweed. The management of our hotel and I'm sure others were horrified. But being from an Island east Canada we are use to seaweed. Lesson>> can't be shovelled away 😀🌴
g147313,d148623,February 28 2016,Stunning. Perfect. The picture doesn't do it justice. White sand. Shallow water. No undertow. Ignore the salespeople and lay back and relax
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 27 2016,
g147313,d148623,February 26 2016,
g147313,d148623,February 26 2016,Take a walk along the seven mile beach. It's breath taking. Just thinking about it puts a smile on my face.
g147313,d148623,February 26 2016,If your into clear blue beaches with a laid back relaxing atmosphere then this is the spot for you. It's great for couples. Everyone seem carefree and really enjoyed themselves here. Locals may sell you things from time to time. But it didn't take away from the great times me and my husband had. I'll return in the future.
g147313,d148623,February 26 2016,Georgous clear water warm and lovely. Fun to walk and bar hop so many great places. Try the boat bar and tonys . vendors will solicit you but they are All friendly. Just say no thanks and they will fist bump and say respect. We enjoyed talking to many of them. Sunsets are beautiful.
g147313,d148623,February 26 2016,
g147313,d148623,February 26 2016,Nothing not to like about!!! Fine powdery white sand crystal clear water. Loads of local busker's all great but not pushy! Local's wandering around trying to sell you their wears just a polite no thank you worked!
g147313,d148623,February 25 2016,Water was blue warm and very relaxing. Unfortunately there are a lot of vendors so tough to avoid them.
g147313,d148623,February 25 2016,Always stay along the Seven Mile Beach. Can't go wrong. Best bars and restaurants clean and you can walk yea 7 miles.
g147313,d148623,February 25 2016,A very nice white sand and blue water beach. It has lots of restaurants on the shore as well you can find captains which can offer you a lot of things to do. There is sun all day and you can snorkel from the beach. We found sea stars and some fishes :)
g147313,d148623,February 25 2016,The seven mile beach is absolutely beautiful! Very relaxed and friendly. Next trip to Jamaica will definitely be to Negril.
g147313,d148623,February 25 2016,This beach is walkable clean with crystal clear water. There are musicians & vendors but they were polite & took no for an answer.
g147313,d150411,February 11 2016,
g147313,d150411,March 6 2016,
g147313,d150411,March 2 2016,Went to Negril from Ocho Rios. I prefer Ocho Rios because our Resort in my opinion is top notch. Club Hotel Riu We visited the light house on a whim because I am a light house nut. It was very nice and the weather was beautiful.
g147313,d150411,February 27 2016,We had an unexpected surprise when arriving in Negril and found this quaint light house. We had the opportunity to climb the 104 stairs to the top and get an amazing view of the sea side cliffs
g147313,d150411,February 15 2016,wasn't able to go inside but the view from the cliffs are amazing. People actually fish from that high in the air
g147313,d150411,February 15 2016,This is a landmark that doesn't appear to get many visitors. We passed by several times and it didn't appear that it was a terribly popular attraction. Nice views from The Rockhouse.
g147313,d150411,February 11 2016,Worth going there although pretty much run down. We went there to watch the sunset several times. It is only accessable during the day.
g147313,d150411,February 11 2016,My wife and I climbed to the top of the lighthouse not this time but a couple years ago. Great view!!
g147313,d150411,February 10 2016,Experienced the taste of sea/sand grapes and walnuts. Tasty And we had a daredevil that jumped from the cliffs. Lloyd Davis with JAH Lives Taxi and Tours @ 876/392-7231.
g147313,d150411,February 8 2016,We went mid morning and walked around the grounds. A native came and offered to show us around. He was pleasant well spoken and not pushy. He offer to jump the cliffs for us. We declined but he took our photo and we tipped him a few dollars.
g147313,d150411,February 8 2016,
g147313,d1728930,March 5 2016,
g147313,d1728930,March 5 2016,
g147313,d1728930,March 5 2016,
g147313,d1728930,March 5 2016,
g147313,d1728930,March 4 2016,The falls are really quite beautiful and the water is so milk with minerals making these falls well worth a visit. The only downside for me was that the staff behaved as if they were doing you a real favour by letting you pay to be there which did take the edge off a little. Quite inhospitable.
g147313,d1728930,March 3 2016,What a awesome thing to do. Walking in natural spring water. It was fun and safe however it was a lot of walking to get to the spring water walk. A ton of steps if you are not an active person and don't like to walk DO NOT DO THIS.
g147313,d1728930,March 2 2016,Excellent adventure! Ask for either Oral S. or Garfield R. as your tor guide. Beautiful tropical view. The falls are huge but it still gives you a sense of what it feels like to stand under a waterfall. Delicious lunch follows this fun adventure.
g147313,d1728930,February 28 2016,
g147313,d1728930,February 28 2016,
g147313,d1728930,February 27 2016,
g147313,d1728930,February 22 2016,
g147313,d1733504,March 7 2016,
g147313,d1733504,March 7 2016,We used this company coming and going to the Rock house. So sweet. The drivers were kind and funny. They even stopped at a stores so we could buy beer etc. Vans were very clean!
g147313,d1733504,March 2 2016,
g147313,d1733504,February 29 2016,Rocky's provided great transportation for us. We actually got to ride with Rocky who appears to be quite an ambitious business man planning to but another large van for transporting people. Good luck to your new endeavors.
g147313,d1733504,February 29 2016,Great ride to and from airport....won't use anyone else!! Drivers were on time and offered history of the Island as well as made you feel safe as Jamaica is a crazy place to drive lol
g147313,d1733504,February 28 2016,
g147313,d1733504,February 28 2016,Booking with Rocky's was easy and simple. Every detail went as planned and we definitely will use Rocky's again!! Thanks so much!
g147313,d1733504,February 25 2016,Have been using Rocky's for three years for airport transportation. Love Wayne. He totally takes care of us. Rocky is also great. Santana is a treasure. Completely reliable.
g147313,d1733504,February 24 2016,
g147313,d1733504,February 24 2016,
g147313,d1733504,February 23 2016,Use them every trip! Pay in advance online...(No Worries) and they will be there on time with a nice new van and a smiling face. If your not used to Third World style cab rides Relax! Just be glad your not driving and concentrate on the scenery.... They will get you there safely!
g147313,d1957478,February 26 2016,
g147313,d1957478,February 26 2016,If your looking for a ride or tour Thriller is for you. Safe reliable and very friendly. I have been riding with them for close to 30 years. The family is the best. Once you meet them your also family. Very clean shuttle vans and safe drivers. Give them a call you will smile the whole time.
g147313,d1957478,February 11 2016,
g147313,d1957478,February 8 2016,I use thriler tours for transfers to/from the airport for rides to shopping and excursions. They have clean safe busses courteous and knowledgeable drivers and good service.
g147313,d1957478,February 8 2016,
g147313,d1957478,February 8 2016,Have used thriller tours for years. They are trustworthy reliable and know the island. Also they are safe drivers.
g147313,d1957478,February 8 2016,Andy of Thriller Tours picked us up at the airport. Right on time! Very safe driver. Took us on personal tours of Negril and area wherever we wanted to go. Reasonable rates. Also used other drivers from the family company. Very reliable. Clean vans.
g147313,d1957478,February 8 2016,
g147313,d1957478,February 8 2016,Taxi is expensive in Jamaica. So try to get a car rental. We rented taxi's for coming to hotel fromthe airport. And we had a txai for two more days. But they are expensive.
g147313,d1957478,February 8 2016,Andy was selected by our hotel to transfer us to/from the Airport and around the hotel. Great bloke and very friendly service. Well worth booking!
g147313,d1957478,February 8 2016,
g147313,d2010771,March 8 2016,
g147313,d2010771,March 8 2016,
g147313,d2010771,March 8 2016,Our third time using their services. Prompt pick up at the airport return pick up on time. Clean air conditioned cars. No more refreshments though in previous years we were offered water and beer not this year
g147313,d2010771,March 6 2016,
g147313,d2010771,March 5 2016,
g147313,d2010771,March 3 2016,
g147313,d2010771,February 28 2016,
g147313,d2010771,February 23 2016,
g147313,d2010771,February 16 2016,Very reliable...quickly responded to my e-mail about a flight change and they were there on time to pick my family up...also on time at the hotel to return us to the airport...friendly staff...would use them again without hesitation
g147313,d2010771,February 16 2016,Excellent service. In time. Fun. Tour provided on the trip from airport to hotel. Stopped at local store for some jerk chicken as well. Will use Turner Taxi again.
g147313,d2010771,February 15 2016,Turner Taxi was a fantastic option for our airport pickup and dropoff. I mixed up the dates and Turner called me and got everything settled the next day. I would not hesitate to use them again if I am in Jamaica.
g147313,d2491846,March 8 2016,
g147313,d2491846,March 8 2016,Six of us went on this excursion with Captain Billy and Riley and had a great time. Stopped to snorkel on the reef and then to the island for lobster and chicken grilled over wood fires. Met a lot of great people from all over the world. Had a blast.
g147313,d2491846,March 7 2016,
g147313,d2491846,March 4 2016,
g147313,d2491846,March 3 2016,The snorkeling was better than average. The lobster lunch was adequate. A small lobster was about five bites. Spring for the twenty buck one. Honestly I'd go out to the reef a bit away from the rush of the island. It was pleasant but not a huge value.
g147313,d2491846,February 28 2016,Glass bottom boats like to take groups here and cook lobster or chicken. This small island is visited by multiple boat loads a day. Might be ok if there was somewhere to sit besides broken picnic tables. Also mound of garbage left by the boat groups. If you go take water shoes as it is very rocky in water
g147313,d2491846,February 24 2016,This was a lot of fun and very cool how the lobsters are caught by the locals and grilled up right there for you.
g147313,d2491846,February 22 2016,I love hopping a boat ride to the island for lobster or even just to walk around a bit away from all the crowds. But who am I kidding? I always get the lobster when I'm there. :) Tip: negotiate on the price they quote you.
g147313,d2491846,February 21 2016,We go to booby cay with Captain Jack every year. We always enjoy that little island.it's even more special for us now as my boyfriend decided to pop the question there last March :)They have fresh lobster and conch that they cook over a wood fire. It is a pretty unique and romantic experience.
g147313,d2491846,February 11 2016,My wife and I have gone out to the island and Capt. Moses has fixed us a lobster dinner oven an open pit. Great lunch. We had fun!!
g147313,d2491846,February 5 2016,This was such an amazing experience! The guys on the island literally catch the lobster and crabs that morning and cook on the island for you. Its kind of like a Beach/CastAway Feel. You should hire Captain Roger to take you snorkeling at the Reef and then the island for a late lunch!
g147313,d2717063,March 8 2016,
g147313,d2717063,March 8 2016,
g147313,d2717063,March 6 2016,
g147313,d2717063,March 6 2016,Gary was great. Second visit and used his taxi both times. Very timely and dependable. Knows areas well and got us to and from safely. Highly recommend.
g147313,d2717063,March 5 2016,Had a great time on our first trip to Jamaica. Gary Barbara and Fabian all helped us out and were great tour guides pointing out things to see and good places to eat and visit. We will definitely visit and call them again. Thanks for the memories!
g147313,d2717063,March 2 2016,Gary was very nice stopped for refreshments & eats & money exchange and was very knowledgeable about Jamaica. We most definitely will use his services again.
g147313,d2717063,March 2 2016,Gary's hospitality went above and beyond to make our trip great! Her made it possible to see things we would not have been able to on a bus.
g147313,d2717063,February 26 2016,Gary is the best tour guide! Call him and he is alway there. Very dependable and reasonable. I have used him for many years now. Another great exprience with him.
g147313,d2717063,February 25 2016,
g147313,d2717063,February 25 2016,Gary has safely transported us and our friends for years! He has GREAT ideas for FUN AND NEW places to go to! He is a GREAT DRIVER and a GREAT FRIEND! Thank you Gary for another AWESOME VACATION!😎
g147313,d2717063,February 21 2016,Gary is the best! Call him and he there. Very dependable and reasonable. I have used him for 6 years now. Will used him every time.
g147313,d274414,March 7 2016,
g147313,d274414,March 7 2016,There are several bars and restaurants at the west end of Negril where you can have a drink or eat dinner and watch the sunset while looking at the expanse of the Caribbean and down at the turquoise waters. I've never experienced anything like it.
g147313,d274414,March 7 2016,The Negril Cliffs is such a nice and wonderful place to be spending your time in so breath taking and indeed beautiful and the locals here are so friendly too.
g147313,d274414,March 6 2016,Great spot! Fun to watch all the divers and sunsets. Enjoyed cold red stripes and live entertainment while we were there.
g147313,d274414,March 6 2016,4 members of my family of 10 jumped the clift at Rick's Cafe. Was an important life experience they said.
g147313,d274414,March 6 2016,definitely worth visiting! sunset dinner at Ricks is also good to do although the food is average so expect the scenery and the cliff jumpers to be better. still worth going to!
g147313,d274414,March 6 2016,A perfect place if you want total privacy and no harassment from over aggressive vendors on the street. I am inclining towards taking my next trip into the cliffs again. There are some great restaurants and very good resorts to be explored there.
g147313,d274414,March 4 2016,While I am not a jumper it was extremely exciting an entertaining to watch the locals as well as the tourist jump. Quite a few backed out but who would blame them? Certainly not I. Watching eating and drinking makes for great relaxation.
g147313,d274414,March 4 2016,Terrific spot. The drive from Montego Bay is a little far but if you have a good driver they will stop for Red Stripe or whatever to make the journey a little more fun! We stayed in the area for a week and love it. Secluded beautiful relaxing.
g147313,d274414,March 2 2016,My preference over sandy beach is cliff top hotels and the deep pools created by the cliff faces the area is full of places to eat good food and has a relaxed atmosphere not too much hassling to buy etc the cliffs and pools are amazing to see with turquoise waters well worth a visit just for the great sunsets!
g147313,d274414,March 1 2016,If you're confident in your swimming abilities and are physically able...jump! There are lifeguards there that watch every jumper all the way into the water. Amazing experience!
g147313,d4153585,March 4 2016,
g147313,d4153585,March 4 2016,We used this company (booked via internet) to meet us at airport on arrival and also to take us back after our holiday. Spot on time both times. Highly recommended. They do independent tours also.
g147313,d4153585,March 3 2016,
g147313,d4153585,March 3 2016,
g147313,d4153585,March 1 2016,
g147313,d4153585,February 29 2016,
g147313,d4153585,February 28 2016,Joe delegated the trip to Kevin a knowledgeable and helpful tour guide who drove us from Negril to our second destination: Ochie. The vehicle was in perfect condition and the fare was $120 which we thought reasonable for a 2 hour journey.
